dimension;identifier;desc_eng;details_eng;desc_swe;details_swe
Landskapsinformation;GEOJ1U;Earth-rock probing without registration;Associated with symbols from Autograf;Jb-sondering utan registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOJ2R;Earth-rock2 probing  with registration;Associated with symbols from Autograf;Jb2-sondering med registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOJ2U;Earth-rock2 probing  without registration;Matches symbols from Autograf;Jb2-sondering utan registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOJ3R;Earth-rock3 probing  with registration;Matches symbols from Autograf;Jb3-sondering med registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOJ3U;Earth-rock3 probing  without registration;Matches symbols from Autograf;Jb3-sondering utan registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOJTR;Earth-rock total probing  with registration;Matches symbols from Autograf;Jb-totalsondering med registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOK95;Stop code 95 sounding shorter than 3 m in rock;Matches symbols from Autograf;Stoppkod 95 sondering kortare än 3 m i berg;Hör ihop med symboler från Autograf
Landskapsinformation;GEOKBH;Core boreholes;;Kärnborrhål;
Landskapsinformation;GEOKV1;Piston drill type 1;Matches symbols from Autograf;Kolvborr typ 1;Hör ihop med symboler från Autograf
Landskapsinformation;GEOKV2;Piston drill type 2;Matches symbols from Autograf;Kolvborr typ 2;Hör ihop med symboler från Autograf
Landskapsinformation;GEOL95;Stop code 95 probing 3 m or more in rock;Matches symbols from Autograf;Stoppkod 95 sondering 3 m eller längre i berg;Hör ihop med symboler från Autograf
Landskapsinformation;GEOLIN;Survey line;Line along general geotechnical survey line;Undersökningslinje;Linje utefter allmän geoteknisk undersökningslinje
Landskapsinformation;GEOMFG;Environmental sampling with field analysis, gas;Associated with symbols from Autograf;Miljöteknisk provtagning med fältanalys, gas;Hör ihop med symboler från Autograf
Landskapsinformation;GEOMFL;Environmental sampling with field analysis, liquid;Associated with symbols from Autograf;Miljöteknisk provtagning med fältanalys, vätska;Hör ihop med symboler från Autograf
Landskapsinformation;GEOMFS;Environmental sampling with field analysis, solid phase;Associated with symbols from Autograf;Miljöteknisk provtagning med fältanalys, fast fas;Hör ihop med symboler från Autograf
Landskapsinformation;GEOMLG;Environmental sampling with laboratory analysis, gas;Associated with symbols from Autograf;Miljöteknisk provtagning med laboratorieanalys, gas;Hör ihop med symboler från Autograf
Landskapsinformation;GEOMLL;Environmental sampling with laboratory analysis, liquid;Associated with symbols from Autograf;Miljöteknisk provtagning med laboratorieanalys, vätska;Hör ihop med symboler från Autograf
Landskapsinformation;GEOMLS;Environmental sampling with laboratory analysis, solid phase;Matches symbols from Autograf;Miljöteknisk provtagning med laboratorieanalys, fast fas;Hör ihop med symboler från Autograf
Landskapsinformation;GEOPKB;Interpreted rock;Geosuites GS_3DB_Berg;Tolkat berg;Geosuites GS_3DB_Berg
Landskapsinformation;GEOPKC;Interpreted rock/stone;Geosuites GS_3DB_Block;Tolkad block/sten;Geosuites GS_3DB_Block
Landskapsinformation;GEOPKD;OUTPUT - Interpreted rock;Geosuites GS_3DB_Sten;UTGÅR - Tolkat sten;Geosuites GS_3DB_Sten
Landskapsinformation;GEOPKE;Interpreted gravel layer;Geosuites GS_3DB_Grus;Tolkad gruslager;Geosuites GS_3DB_Grus
Landskapsinformation;GEOPKF;Interpreted friction soil;Geosuites GS_3DB_Friction soil;Tolkad friktionsjord;Geosuites GS_3DB_Friktionsjord
Landskapsinformation;GEOPKH;Interpreted humus layer;;Tolkat humusskikt;
Landskapsinformation;GEOPKK;Interpreted cohesive soil;Geosuites GS_3DB_Clay;Tolkad kohessionsjord;Geosuites GS_3DB_Lera
Landskapsinformation;GEOPKL;Interpreted clay;Geosuites GS_3DB_Torrskorpa;Tolkad lera;Geosuites GS_3DB_Torrskorpa
Landskapsinformation;GEOPKN;Interpreted moraine;Geosuites GS_3DB_Moraine;Tolkad morän;Geosuites GS_3DB_Morän
Landskapsinformation;GEOPKO;Interpreted other soils/unknown material;Geosuites GS_3DB_Unknown material;Tolkat övriga jordarter/okänt material;Geosuites GS_3DB_Okänt material
Landskapsinformation;GEOPKR;Interpreted dry crustal clay;;Tolkad torrskorpelera;
Landskapsinformation;GEOPKS;Interpreted sand;Geosuites GS_3DB_Sand;Tolkad sand;Geosuites GS_3DB_Sand
Landskapsinformation;GEOPKT;Survey point;Point at general geotechnical investigation point;Undersökningspunkt;Punkt vid allmän geoteknisk undersökningspunkt
Landskapsinformation;GEOPKY;Interpreted fill;Geosuites GS_3DB_Fill;Tolkad fyllning;Geosuites GS_3DB_Fyllning
Landskapsinformation;GEORAG;Radon measurement, gas;;Radonmätning, gas;
Landskapsinformation;GEOSKR;Disturbed screw sampling;Related to symbols from Autograph;Störd provtagning med skruv;Hör ihop med symboler från Autograf
Landskapsinformation;GEOSLR;Impact probing with recording;Associated with symbols from Autograf;Slagsondering med registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOSLU;Impact probing without recording;Associated with symbols from Autograf;Slagsondering utan registrering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOSTI;Sting probing;Associated with symbols from Autograf;Sticksondering;Hör ihop med symboler från Autograf
Landskapsinformation;GEOVYT;Water surface in sampling hole;;Vattenyta i provtagningshål;
Landskapsinformation;GEOWST;Weight probing;Matches symbols from Autograf;Viktsondering;Hör ihop med symboler från Autograf
Landskapsinformation;JVGAXL;Axle counter;;Axelräknare;
Landskapsinformation;JVGB1B;Rear crossing joint in main track;;Bakre korsningsskarv i huvudspår;
Landskapsinformation;JVGB2B;Rear crossing joint in side track;;Bakre korsningsskarv i sidospår;
Landskapsinformation;JVGBAB;Ballast break line;;Ballast brytlinje;
Landskapsinformation;JVGBAF;Ballast foot;;Ballast fot;
Landskapsinformation;JVGBAK;Ballast crest;;Ballast krön;
Landskapsinformation;JVGBAL;Balise;;Balis;
Landskapsinformation;JVGBJK;Railway-bridge edge beam;;Jvg-bro kantbalk;
Landskapsinformation;JVGBJL;Railway-bridge anchored wing, top edge;;Jvg-bro landfäste vinge, överkant;
Landskapsinformation;JVGBJP;Railway-bridge pillar support;;Jvg-bro pelare stöd;
Landskapsinformation;JVGBOF;Protection portal;;Skyddsportal;
Landskapsinformation;JVGBRS;Ktl-bridge roundstay;;Ktl-brygga rundstag;
Landskapsinformation;JVGBSB;Bridge end track centre;;Broände spårmitt;
Landskapsinformation;JVGBUB;Bridge underside tunnel roof;;Bro underkant tunnel tak;
Landskapsinformation;JVGBUL;Noise barrier plank;;Bullerskärm plank;
Landskapsinformation;JVGBUT;Noise barrier track;;Bullerskärm spår;
Landskapsinformation;JVGBVN;Road-bridge pillar support, nearest edge;;Väg-bro pelare stöd, närmast kant;
Landskapsinformation;JVGBVS;Road-bridge pillar support;;Väg-bro pelare stöd;
Landskapsinformation;JVGCOM;Rail lubricator device;;Rälssmörjningsapparat;
Landskapsinformation;JVGDET;Track centre detector;;Detektor spårmitt;
Landskapsinformation;JVGDIL;Dilatation device;;Dilatationsanordning;
Landskapsinformation;JVGDIS;Spacer pile;;Distanspåle;
Landskapsinformation;JVGDYN;Dynamic sign;;Dynamisk skylt;
Landskapsinformation;JVGELU;Elur;;Elur;
Landskapsinformation;JVGERS;Erosion protection;;Erosionsskydd;
Landskapsinformation;JVGFSB;Front support rail joint;;Främre stödrälsskarv;
Landskapsinformation;JVGGOF;Walkway;;Gångfålla;
Landskapsinformation;JVGGRI;Locked gate bar;;Grind bom låst;
Landskapsinformation;JVGHIP;Obstacle pile;;Hinderpåle;
Landskapsinformation;JVGISB;Insulating rail;;Isolerskarv;
Landskapsinformation;JVGJBF;Schoulder base;Line along the foot of the railway;Bankfot;Linje utefter bankfot för järnväg
Landskapsinformation;JVGJBK;Schoulder crown;Line along the railroad track;Bankkrön;Linje utefter bankkrön för järnväg
Landskapsinformation;JVGJJB;Railway beam;Line along railway beam;Järnvägsbom;Linje utefter järnvägsbom
Landskapsinformation;JVGJKM;Mileage board;Point in the centre of the mileage chart;Kilometertavla;Punkt i centrum på kilometertavla
Landskapsinformation;JVGJKR;Cable tray;Line in the centre of a cable run;Kabelränna;Linje i centrum på ök kabelränna
Landskapsinformation;JVGJKS;Electricity Contact line pole;Point in centre of contact line pole;Kontaktledningsstolpe;Punkt i centrum på kontaktledningsstolpe
Landskapsinformation;JVGJLS;Sound/Light signal;Point in centre of sound/light signal post;Ljud/Ljussignal;Punkt i centrum på ljud/ljussignalstolpe
Landskapsinformation;JVGJOP;Optical cable;Line along exposed opto cable, railway;Optokabel;Linje utefter utsatt optokabel, banverket
Landskapsinformation;JVGJPO;Point on opto cable;Point on opto cable in shaft;Punkt på optokabel;Punkt på optokabel i schakt
Landskapsinformation;JVGJPS;Point on signal cable;Point on signal cable in shaft;Punkt på signalkabel;Punkt på signalkabel i schakt
Landskapsinformation;JVGJSM;Track center;Line in track centre;Spårmitt;Linje i spårmitt
Landskapsinformation;JVGKAS;Cable joint trench;;Kabelskarvränna;
Landskapsinformation;JVGKB1;Cable trench less than 300;;Kabelränna mindre än 300;
Landskapsinformation;JVGKB2;Cable trench 300-400 mm nk;;Kabelränna 300-400 mm nk;
Landskapsinformation;JVGKB3;Cable trench 400-600 mm nk;;Kabelränna 400-600 mm nk;
Landskapsinformation;JVGKB4;Cable trench greater than 600;;Kabelränna större än 600;
Landskapsinformation;JVGKBB;Cable duct less than 150, edge closest to track;;Kabelbrunn mindre än 150, kant närmast spår;
Landskapsinformation;JVGKBC;Cable duct less than 150, centre;;Kabelbrunn mindre än 150, centrum;
Landskapsinformation;JVGKBS;Cable duct larger than 150;;Kabelbrunn större än 150;
Landskapsinformation;JVGKIO;Kiosk;;Kiosk;
Landskapsinformation;JVGKKN;Ktl pole normal nk;;Ktl-stolpe normal nk;
Landskapsinformation;JVGKKO;Ktl pole twisted nk;;Ktl-stolpe omvriden nk;
Landskapsinformation;JVGKKT;Ktl pole three-leg nk;;Ktl-stolpe trebent nk;
Landskapsinformation;JVGKTB;Ktl-bridge;;Ktl-brygga;
Landskapsinformation;JVGKTF;Ktl brace foundation;;Ktl sträva stag fundament;
Landskapsinformation;JVGKTL;Electric contact wire;;Kontaktledning;
Landskapsinformation;JVGKTO;Ktl post twisted centre;;Ktl-stolpe omvriden centrum;
Landskapsinformation;JVGKTT;Ktl-pillar three-legged centre;;Ktl-stolpe trebent centrum;
Landskapsinformation;JVGKUL;Culvert;;Kulvert;
Landskapsinformation;JVGKUR;Course;;Kur;
Landskapsinformation;JVGLKT;Loading bay roof;;Lastkaj tak;
Landskapsinformation;JVGLOS;Local switch;;Lokalställare;
Landskapsinformation;JVGMOK;Telecommunication cable Middle city cable;;Telekabel Mellanortskabel;
Landskapsinformation;JVGMOT;Monitor;;Monitor;
Landskapsinformation;JVGOMR;Railway area - corridor;;Järnvägsområde - korridor;
Landskapsinformation;JVGOPD;Opto cable splice well;;Optokabel skarvbrunn;
Landskapsinformation;JVGPFD;Platform detail;;Plattformsdetalj;
Landskapsinformation;JVGPFS;Platform loading dock - ceiling support;;Plattform lastkaj -takstöd;
Landskapsinformation;JVGPFT;Platform roof;;Plattform tak;
Landskapsinformation;JVGPLB;Platform;;Plattform;
Landskapsinformation;JVGPSK;Personnel protection gate/boom, platform;;Personskydd grind/bom, platform;
Landskapsinformation;JVGRAB;Ranger brake, not defined;;Rangerbroms, ej definierad;
Landskapsinformation;JVGRMS;Radio tower;;Radiotorn;
Landskapsinformation;JVGROH;Rail top right;Line on top of rail right in length measurement;Räl överkant höger;Linje på överkant räl höger i längdmätning
Landskapsinformation;JVGROK;Rail upper edge;Line along top of rail;Räl överkant;Linje utefter överkant räl
Landskapsinformation;JVGROV;Rail upper edge left;Line on top of rail left in longitudinal measurement;Räl överkant vänster;Linje på överkant räl vänster i längdmätning
Landskapsinformation;JVGRSK;Rail joint;;Rälsskarv;
Landskapsinformation;JVGRSV;Rail weld;;Rälssvets;
Landskapsinformation;JVGRUK;Rail bottom;Point on bottom of rail;Räl underkant;Punkt på räl underkant
Landskapsinformation;JVGS1B;Last long rail main track;;Sista långsliper huvudspår;
Landskapsinformation;JVGS2B;Last longitudinal siding;;Sista långsliper sidospår;
Landskapsinformation;JVGSBB;Concrete stop block;;Stoppbock betong;
Landskapsinformation;JVGSBF;Stop block fixed;;Stoppbock fast;
Landskapsinformation;JVGSBG;Sliding stop block;;Stoppbock glidbar;
Landskapsinformation;JVGSD;Miniature signal free-standing;;Dvärgsignal fristående;
Landskapsinformation;JVGSEI;Section isolator fork;;Sektionsisolator gaffel;
Landskapsinformation;JVGSEK;Section;;Sektion;
Landskapsinformation;JVGSGF;Rod centre;;Stag centrum;
Landskapsinformation;JVGSIG;Signal cable;Line along exposed signal cable, trackwork;Signalkabel;Linje utefter utsatt signalkabel, banverket
Landskapsinformation;JVGSKR;Protective rail end;;Skyddsräl ände;
Landskapsinformation;JVGSLB;Loop well;;Slingbrunn;
Landskapsinformation;JVGSLI;Slip end;;Slipersände;
Landskapsinformation;JVGSPS;Track barrier;;Spårspärr;
Landskapsinformation;JVGSRF;Strut center;;Sträva centrum;
Landskapsinformation;JVGSRK;Strut nk;;Sträva nk;
Landskapsinformation;JVGSSL;End of track;;Spårslut;
Landskapsinformation;JVGSTE;Sectioning fences fences;;Sektionering stängsel staket;
Landskapsinformation;JVGSTF;Suction transformer pole centre;;Sugtransformatorstolpe centrum;
Landskapsinformation;JVGSTN;Station house;;Stationshus;
Landskapsinformation;JVGSVG;Suction transformer pole bottom;;Sugtransformatorstolpe nederkant;
Landskapsinformation;JVGSVK;Slewing crane;;Svängkran;
Landskapsinformation;JVGTEB;Technical building;;Teknikhus;
Landskapsinformation;JVGTFN;Free-standing telephone;;Telefon fristående;
Landskapsinformation;JVGTMB;Tunnel estuary track centre;;Tunnelmynning spårmitt;
Landskapsinformation;JVGTPB;Measured tangent point;;Inmätt tangeringspunkt;
Landskapsinformation;JVGTRS;Gantry crane symbol;;Portalkran symbol;
Landskapsinformation;JVGTSB;Tongue tip;;Tungspets;
Landskapsinformation;JVGTSP;Traverse track;;Traversspår;
Landskapsinformation;JVGTUB;Tunnel cover;;Tunnelpåslag;
Landskapsinformation;JVGTUG;Tunnel concrete;;Tunnel betong;
Landskapsinformation;JVGTUN;Tunnel rock;;Tunnel berg;
Landskapsinformation;JVGTVP;Train heating station;;Tågvärmepost;
Landskapsinformation;JVGTVS;Free-standing panel;;Tavla fristående;
Landskapsinformation;JVGTYC;Splice box Tele;;Skarvbox Tele;
Landskapsinformation;JVGUBB;Ktl-bridge, Bridge beam bottom;;Ktl-brygga, Bryggbalk underkant;
Landskapsinformation;JVGUTL;Outrigger contact line;;Utliggare kontaktledning;
Landskapsinformation;JVGVGV;Carriage scale;;Vagnvåg;
Landskapsinformation;JVGVKS;Crossing kerb - track centre;;Korsning vägkant-spårmitt;
Landskapsinformation;JVGVSK;Turntable;;Vändskiva;
Landskapsinformation;JVGVST;Road protection device post/bollard;;Vägskyddsanordning stolpe/bomdriv;
Landskapsinformation;JVGVSY;Windbreak;;Vindskydd;
Landskapsinformation;TELDAT;Data cable ground;Line along exposed data cable in ground;Datakabel mark;Linje utefter utsatt datakabel i mark
Landskapsinformation;TELDST;Distance sign tele;Point at distance sign for telecommunication cable;Distansskylt tele;Punkt vid distansskylt för telekabel
Landskapsinformation;TELDTD;Data cable distance sign;Point at distance sign for data cable;Distansskylt datakabel;Punkt vid distansskylt för datakabel
Landskapsinformation;TELDVT;Distance sign television cable;Point at distance sign for television cable;Distansskylt tv-kabel;Punkt vid distansskylt för tv-kabel
Landskapsinformation;TELSTS;Telecom pole strut;Point at brace to telecom pole;Stag telestolpe;Punkt vid stag till telestolpe
Landskapsinformation;TELTEB;Telecom outlet square;Line around square telecom outlet;Telebrunn kvadratisk;Linje runt kvadratisk telebrunn
Landskapsinformation;TELTEC;Telecom outlet round;Point at centre of cover;Telebrunn rund;Punkt i centrum på betäckning
Landskapsinformation;TELTEK;Telephone kiosk;Line around telephone kiosk;Telefonkiosk;Linje runt telefonkiosk
Landskapsinformation;TELTEL;Telecom line air;Line along overhead cable with TST as break points;Teleledning luft;Linje utefter teleledning i luft med TST som brytpunkter
Landskapsinformation;TELTEM;Telecom cable ground;Line along exposed telephone cable in ground;Telekabel mark;Linje utefter utsatt telekabel i mark
Landskapsinformation;TELTJK;Tele ground cable;;Tele jordkabel;
Landskapsinformation;TELTKO;Telecom switchboard;Point in the centre of telecommunications switchboard;Tele kopplingsplint;Punkt i centrum på tele kopplingsplint
Landskapsinformation;TELTOP;Telecom opto cable;Line along exposed opto cable in ground;Tele optokabel;Linje utefter utsatt optokabel i mark
Landskapsinformation;TELTPK;Telecom point on cable;Point on telecom cable in shaft;Tele punkt på kabel;Punkt på telekabel i schakt
Landskapsinformation;TELTST;Telecom pole;Point in the centre of telepole;Telestolpe;Punkt i centrum på telestolpe
Landskapsinformation;TELTVM;TV cable ground;Line along exposed TV cable in ground;Tv-kabel mark;Linje utefter utsatt tv-kabel i mark
Landskapsinformation;TERAGO;Property line;Line between surfaces with different attributes should be completed with surface attributes;Ägoslagsgräns;Linje mellan ytor med olika attribut bör kompletteras med ytattribut
Landskapsinformation;TERAHZ;Single point;General elevation point;Singelpunkt;Allmän höjdpunkt
Landskapsinformation;TERAMI;River center;Line in centre of river;Åmitt;Linje i åmitt
Landskapsinformation;TERATL;Public line;Line with AHZ as breakpoints;Allmän linje;Linje med AHZ som brytpunkter
Landskapsinformation;TERBAK;Stream edge;Line along stream edge, stream >1.0m width;Bäckkant;Linje utefter bäckkant, bäck >1.0m bredd
Landskapsinformation;TERBAM;Stream middle;Line in stream centre, stream < 1.0m width;Bäckmitt;Linje i bäckmitt, bäck < 1.0m bredd
Landskapsinformation;TERBCK;Stream;Line in stream;Bäck;Linje i bäck
Landskapsinformation;TERBGF;Mountain base;Line along base of stream;Bergfot;Linje utefter bergfot
Landskapsinformation;TERBGK;Ridge;Line along ridge;Bergkrön;Linje utefter bergkrön
Landskapsinformation;TERBHZ;Mountain peak;General elevation on mountain;Berg höjdpunkt;Allmän höjdpunkt på berg
Landskapsinformation;TERBID;Exposed bedrock;Line with BHZ as breakpoints;Berg i dagen;Linje med BHZ som brytpunkter
Landskapsinformation;TERBLK;Boulders;Line around boulders boulders > 600 mm;Stenblock;Linje runt stenblock flyttblock > 600 mm
Landskapsinformation;TERBSF;Mountain base, blasted;;Bergfot, sprängd;
Landskapsinformation;TERBSK;Ridge, blasted;;Bergkrön, sprängt;
Landskapsinformation;TERBYZ;Bottom level;Point on bottom surface;Bottennivå;Punkt på bottenyta
Landskapsinformation;TERDGV;Design groundwater level;;Dimensionerande nivå grundvatten;
Landskapsinformation;TERDIB;Ditch bottom;Line in ditch bottom;Dikesbotten;Linje i dikesbotten
Landskapsinformation;TERDIK;Ditch crest;Line along ditch crest;Dikeskrön;Linje utefter dikeskrön
Landskapsinformation;TERDIM;Ditch center;Line in ditch centre;Dikesmitt;Linje i dikesmitt
Landskapsinformation;TERDIT;Cover ditch;Line along cover ditch;Täckdike;Linje utefter täckdike
Landskapsinformation;TERDRA;Drainage level;;Dräneringsnivå;
Landskapsinformation;TERGMN;Minimum groundwater level;;Min nivå grundvatten;
Landskapsinformation;TERGMX;Maximum groundwater level;;Maxnivå grundvatten;
Landskapsinformation;TERIMP;Impediment;Line along the edge of the impediment;Impediment;Linje utefter impedimentkant
Landskapsinformation;TERMOB;Rock model;Surface object for rock model;Bergmodell;Ytobjekt för bergmodell
Landskapsinformation;TERMOE;Soil model, Gravel layer;OUT, Phase out Use instead GEOPKx supplemented with Presentation code EY;Jordmodell, Gruslager;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TERMOF;Soil model friction soil;OUT, Phase out Use GEOPKx supplemented with EY Presentation Code instead;Jordmodell friktionsjord;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TERMOG;Groundwater model;;Grundvattenmodell;
Landskapsinformation;TERMOH;Soil model humus layer;OUT, Phase out Use GEOPKx supplemented with Presentation Code EY instead;Jordmodell humusskikt;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TERMOJ;Soil model;Surface object for soil model;Jordmodell;Ytobjekt för jordmodell
Landskapsinformation;TERMOK;Soil model cohesive soil;OUT, Phase out Use GEOPKx supplemented by Presentation Code EY instead;Jordmodell kohesionsjord;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TERMOL;Soil model cohesive soil dry crust;OUT, Phase out Use GEOPKx supplemented with EY Presentation Code instead;Jordmodell kohesionsjord torrskorpa;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TERMOM;Land model;Surface object for land model;Markmodell;Ytobjekt för markmodell
Landskapsinformation;TERMOO;Soil model other soils;OUT, Phase out Use GEOPKx supplemented by EY Presentation Code instead;Jordmodell övriga jordarter;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TERMOS;Soil model, Sand;OUT, Phase out Use GEOPKx supplemented with EY Presentation Code instead;Jordmodell, Sand;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TERMOT;Terrain model;Surface object for terrain model, unspecified;Terrängmodell;Ytobjekt för terrängmodell, ospecificerad
Landskapsinformation;TERMOY;Soil model filling;OUT, Phase out Use GEOPKx supplemented by Presentation Code EY instead;Jordmodell fyllning;"UTGÅR, Fasas ut
Använd istället GEOPKx kompletterad med Presentationskod EY"
Landskapsinformation;TEROOR;Confined areas (Potential flood areas);;Instängda områden (Potentiella översvämningsområden);
Landskapsinformation;TERPEG;Water level;Point on gauge (for water level measurement);Pegel;Punkt på pegel (för vattenståndsmätning)
Landskapsinformation;TERPIL;Flow direction;Line indicating direction of flow;Flödespil;Linje som anger flödesriktning
Landskapsinformation;TERSAK;Wetland;Line along the edge of the bed;Sankmark;Linje utefter sankmarkskant
Landskapsinformation;TERSLF;Slope base;Line along base of slope;Släntfot;Linje utefter släntfot
Landskapsinformation;TERSLK;Slope crest;Line along slope crest;Släntkrön;Linje utefter släntkrön
Landskapsinformation;TERSTE;Stone;Point on rock < 600 mm;Sten;Punkt på sten < 600 mm
Landskapsinformation;TERSTG;Path;Line in the middle of the path;Stig;Linje i stigmitt
Landskapsinformation;TERSTR;Shoreline;Boundary line between land and water;Strandlinje;Begränsningslinje mellan land och vatten
Landskapsinformation;TERTLI;Terrain line (break line);Line with AHZ as breakpoints;Terränglinje (brytlinje);Linje med AHZ som brytpunkter
Landskapsinformation;TERTOM;Plot of land;Line along land;Tomtmark;Linje utefter tomtmark
Landskapsinformation;TERVDG;Watercourse;;Vattendrag;
Landskapsinformation;TERVYZ;Water level;Point on water surface;Vattennivå;Punkt på vattenyta
Landskapsinformation;TERYTV;Surface water;;Ytvatten;
Landskapsinformation;VA-AAG;Combined branching;Point ec pipe;Kombinerat avgrening;Punkt ök rör
Landskapsinformation;VA-AAV;Combined shut-off valve;Point in the centre of coverage;Kombinerat avstängningsventil;Punkt i centrum på betäckning
Landskapsinformation;VA-ABH;Combined well corner;Point in corner of well;Kombinerat brunnshörn;Punkt i hörn på brunn
Landskapsinformation;VA-ABV;Combined check valve;Point on pipe;Kombinerat backventil;Punkt ök rör
Landskapsinformation;VA-AEB;Combined element well;Point in centre of cover;Kombinerat elementbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-AFA;Combined grease trap;Point in centre of cover;Kombinerat fettavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-ALE;Combined pipe;Line island pipe;Kombinerat ledning;Linje ök ledning
Landskapsinformation;VA-ALL;General supply piping;;Försörjningsledning allmä;
Landskapsinformation;VA-ALP;Combined LPS station;Point in centre of LPS station;Kombinerat LPS-station;Punkt i centrum på LPS-station
Landskapsinformation;VA-ANB;Combined descent well;Point in the centre of the cover;Kombinerat nedstigningsbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-ANL;Guidance;Line up pipe;Ångledning;Linje ök rör
Landskapsinformation;VA-AOA;Combined oil separator;Point in the centre of the cover;Kombinerat oljeavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-APP;Combined plugging;Point on pipe;Kombinerat proppning;Punkt ök rör
Landskapsinformation;VA-APU;Combined pumping station;Point in centre of pumping station;Kombinerat pumpstation;Punkt i centrum på pumpstation
Landskapsinformation;VA-ARB;Combined drain well;Point in the centre of the cover;Kombinerat rensbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-ASA;Combined sludge separator;Point in the centre of the cover;Kombinerat slamavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-ASR;Combined flushing pipe;Point in the centre of the cover;Kombinerat spolrör;Punkt i centrum på betäckning
Landskapsinformation;VA-ATB;Combined inspection well;Point in the centre of the cover;Kombinerat tillsynsbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-ATR;Combined pressure pipe;Line ök conduit;Kombinerat tryckledning;Linje ök ledning
Landskapsinformation;VA-AUL;Combined outlet/drum;Point in the centre of the cover;Kombinerat utlopp/trumöga;Punkt i centrum på betäckning
Landskapsinformation;VA-AVB;Sewage well;Point on drain well;Avloppsbrunn;Punkt på avloppsbrunn
Landskapsinformation;VA-AVL;Sewerage;Line along sewer line;Avloppsledning;Linje utefter avloppsledning
Landskapsinformation;VA-B20;Well 200 mm;Point in centre of cover;Brunn 200 mm;Punkt i centrum på betäckning
Landskapsinformation;VA-B40;Well 400 mm;Point at centre of cover;Brunn 400 mm;Punkt i centrum på betäckning
Landskapsinformation;VA-BRA;Well, general;Point on well, general;Brunn, allmän;Punkt på brunn, allmän
Landskapsinformation;VA-DAG;Day branching;Point on ec pipe branch;Dag avgrening;Punkt på ök rör avgrening
Landskapsinformation;VA-DAV;Day shut-off valve;Point at centre of cover;Dag avstängningsventil;Punkt i centrum på betäckning
Landskapsinformation;VA-DBH;Day well corner;Point at corner of well;Dagbrunnshörn;Punkt i hörn på brunn
Landskapsinformation;VA-DBR;Stormwater well;Point in centre of cover;Dagvattenbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-DBV;Day check valve;Point on pipe;Dag backventil;Punkt ök rör
Landskapsinformation;VA-DDR;Stormwater drainage well;Point in centre of cover for drainage well;Dagvatten dräneringsbrunn;Punkt i centrum på betäckning för dräneringsbrunn
Landskapsinformation;VA-DEB;Day element well;Point in centre of cover;Dag elementbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-DFA;Day grease trap;Point in centre of cover;Dag fettavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-DIF;Day infiltration well;Point in the centre of the cover;Dag infiltrationsbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-DLE;Stormwater pipe;Line along stormwater pipe;Dagvattenledning;Linje utefter dagvattenledning
Landskapsinformation;VA-DLP;Day LPS station;Point in centre of cover;Dag LPS-station;Punkt i centrum på betäckning
Landskapsinformation;VA-DLU;Day aeration device;Point in centre of pipe;Dag luftningsanordning;Punkt i centrum rör
Landskapsinformation;VA-DNB;Stormwater downspout;Centre point of cover for manhole;Dagvatten nedstigningsbrunn;Punkt i centrum på betäckning för nedstigningsbrunn
Landskapsinformation;VA-DOA;Day oil separator;Point in centre of cover;Dag oljeavskiljare;Punkt i centrum på betäckning
Landskapsinformation;VA-DPB;Day percolation well;Point in the centre of the cover;Dag perkolationsbrunn;Punkt i centrum på betäckning
Landskapsinformation;VA-DPL;Stormwater point on pipe;Point on storm water pipe, increasing pipe.;Dagvatten punkt på ledning;Punkt på dagvattenledning, ök rör.
